"","celltype"
"abihcbph-1","MonoCD14"
"abimeaam-1","Macrophage"
"abjkmchd-1","Erythroid"
"abjnbcln-1","Erythroid"
"abjngnip-1","Erythroid"
"abjpbenk-1","Neutrophil"
"abjpdmoh-1","Erythroid"
"abkanekp-1","Neutrophil"
"abkbahfe-1","HSC"
"abkcabdg-1","B_naive"
"abkdmkoo-1","HSC"
"abkehppm-1","HSC"
"abkfljfj-1","HSC"
"abkgjeci-1","HSC"
"abkgnkla-1","HSC"
"abknmoob-1","Erythroid"
"ablaldfa-1","MonoCD14"
"ablchkmg-1","Erythroid"
"ablhoece-1","Nonhaem"
"ablkjpdk-1","Erythroid"
"ablknjjj-1","Erythroid"
"ablmdjcg-1","MonoCD14"
"abmdmooo-1","Nonhaem"
"abmopmbj-1","Granulocyte_monocyte_progenitor"
"abmpjakk-1","Granulocyte_monocyte_progenitor"
"abncfgfb-1","Granulocyte_monocyte_progenitor"
"abnjfcho-1","B_naive"
"abnodljl-1","HSC"
"abnpjeab-1","Nonhaem"
"abobfegf-1","Neutrophil"
"abodafmd-1","Erythroid"
"aboegleb-1","HSC"
"aboemmnn-1","Erythroid"
"abohcfkm-1","Erythroid"
"abohoaom-1","Erythroid"
"aboiboia-1","Erythroid"
"abokikdp-1","MonoCD14"
"abolpdld-1","B_progenitor"
"aboobkdm-1","Erythroid"
"abpaeacd-1","Neutrophil"
"abpbkjoi-1","HSC"
"abpbnlhp-1","HSC"
"abpdjbea-1","BaEoMa"
"abpfdmef-1","B_progenitor"
"abpggeip-1","Granulocyte_monocyte_progenitor"
"abphdmoc-1","Macrophage"
"abpklgdk-1","Granulocyte_monocyte_progenitor"
"abpohegf-1","Granulocyte_monocyte_progenitor"
"acaeiefg-1","Granulocyte_monocyte_progenitor"
"acafglhb-1","Nonhaem"
"acaigoak-1","Nonhaem"
"acaiikmb-1","Neutrophil"
"acaikpch-1","Erythroid"
"acaolghj-1","Granulocyte_monocyte_progenitor"
"acbdhkpj-1","B_naive"
"acbpmgli-1","Erythroid"
"accgdkmc-1","Granulocyte_monocyte_progenitor"
"accggekh-1","Granulocyte_monocyte_progenitor"
"accjladj-1","Erythroid"
"acckaaop-1","Granulocyte_monocyte_progenitor"
"acckcejd-1","B_memory"
"accmjmgb-1","Neutrophil"
"accmnjkf-1","Neutrophil"
"accnkmbf-1","Neutrophil"
"accoocnm-1","Neutrophil"
"acecagee-1","Neutrophil"
"acefagjj-1","Erythroid"
"aceigaph-1","BaEoMa"
"aceigpck-1","Erythroid"
"aceimjdj-1","Erythroid"
"acejpbgg-1","pDC"
"acekmdln-1","Erythroid"
"acelmekn-1","MonoCD14"
"acemecap-1","HSC"
"aceoceem-1","B_progenitor"
"acfjkdok-1","Granulocyte_monocyte_progenitor"
"acfjpgle-1","Granulocyte_monocyte_progenitor"
"acfkalbm-1","Macrophage"
"acflbonl-1","HSC"
"acflkfne-1","Erythroid"
"acfmdkae-1","Granulocyte_monocyte_progenitor"
"acfpkhec-1","Neutrophil"
"acgjmnea-1","Nonhaem"
"acglphdm-1","Nonhaem"
"acgnakgc-1","Nonhaem"
"acgnakne-1","Nonhaem"
"acgpglhm-1","CD4_T_memory"
"achadien-1","Nonhaem"
"achagfcg-1","Nonhaem"
"achbdcjg-1","CD4_T_memory"
"achicggl-1","Neutrophil"
"achinafi-1","Neutrophil"
"achkmmcj-1","Neutrophil"
"achlopli-1","MonoCD14"
"achmaico-1","Granulocyte_monocyte_progenitor"
"achoodll-1","Neutrophil"
"achpbgin-1","Plasma_cell"
"achpjodl-1","Plasma_cell"
"aciailib-1","HSC"
"acicohdf-1","HSC"
"acidhpjf-1","Neutrophil"
"acidiedf-1","HSC"
"acihlage-1","Nonhaem"
"aciijcmm-1","HSC"
"acikhpak-1","Neutrophil"
"acjflalg-1","Granulocyte_monocyte_progenitor"
"acjhbonc-1","HSC"
"acjjpmbn-1","Nonhaem"
"acjkcjof-1","Granulocyte_monocyte_progenitor"
"acjkdeic-1","Nonhaem"
"acjkhajf-1","B_progenitor"
"acjnfibm-1","Neutrophil"
"acjpgajj-1","Erythroid"
"acjpjpep-1","Erythroid"
"ackbcbjo-1","Erythroid"
"ackcjkml-1","Nonhaem"
"ackclmgk-1","Neutrophil"
"ackedhbj-1","Erythroid"
"ackhepdd-1","Erythroid"
"ackiplmn-1","Granulocyte_monocyte_progenitor"
"ackjjgpf-1","Nonhaem"
"acklcalm-1","B_memory"
"ackojeib-1","CD8_T_memory"
"ackpfpdp-1","Nonhaem"
"ackpikbc-1","Nonhaem"
"aclcbdph-1","Plasma_cell"
"aclcnpkp-1","Macrophage"
"aclhfcak-1","Neutrophil"
"aclhpdai-1","Neutrophil"
"acljlibe-1","B_progenitor"
"aclmhhlb-1","Granulocyte_monocyte_progenitor"
"aclompmo-1","Plasma_cell"
"aclpekkc-1","Neutrophil"
"acmdofaf-1","Neutrophil"
"acmgppej-1","Erythroid"
"acmiefdk-1","MonoCD14"
"acmjjbae-1","Erythroid"
"acmkeeeh-1","Granulocyte_monocyte_progenitor"
"acmomdfj-1","Nonhaem"
"acnaojbe-1","Neutrophil"
"acnapbik-1","B_progenitor"
"acnbipbo-1","Erythroid"
"acndpchc-1","Erythroid"
"acnenbjp-1","Erythroid"
"acnfohjm-1","Erythroid"
"acnjkapj-1","Erythroid"
"acnoeidd-1","MonoCD14"
"acnogkbn-1","Neutrophil"
"acoahndk-1","Neutrophil"
"acohfffg-1","Erythroid"
"acohlbad-1","B_progenitor"
"acokgjmc-1","MonoCD14"
"acokoeig-1","Nonhaem"
"acopikaj-1","Erythroid"
"acpccbkf-1","Erythroid"
"acpcebfc-1","Erythroid"
"acphkmnb-1","MonoCD14"
"acpiblhe-1","Neutrophil"
"acpjgocf-1","CD8_T_memory"
"acplppjd-1","Neutrophil"
"acpnchhh-1","Erythroid"
"adablcho-1","B_progenitor"
"adajigai-1","Macrophage"
"adalogck-1","Erythroid"
"adbfnpae-1","HSC"
"adbhiieg-1","HSC"
"adbkajee-1","Granulocyte_monocyte_progenitor"
"adbkhdmp-1","HSC"
"adbmchpg-1","Neutrophil"
"adbnhila-1","Erythroid"
"adcdbbio-1","Erythroid"
"adcdgbdg-1","Erythroid"
"adceidoc-1","Erythroid"
"adcgjace-1","MonoCD14"
"adcibaho-1","B_progenitor"
"adclinmm-1","Granulocyte_monocyte_progenitor"
"addeejfb-1","Neutrophil"
"addhfmpg-1","B_naive"
"addpkppi-1","Erythroid"
"adecpheg-1","pDC"
"adehpmhe-1","Erythroid"
"ademdgdn-1","Erythroid"
"adfbjknn-1","Erythroid"
"adfcgcno-1","MonoCD14"
"adfmglik-1","Neutrophil"
"adfolpjp-1","Erythroid"
"adfpakpg-1","pDC"
"adgdjlan-1","HSC"
"adgdmgam-1","HSC"
"adggffbf-1","HSC"
"adgifjpk-1","B_memory"
"adgippfj-1","Plasma_cell"
"adgjnkca-1","CD4_T_naive"
"adgkllaa-1","HSC"
"adhdckem-1","HSC"
"adhjmejd-1","Erythroid"
"adhlpkbg-1","Erythroid"
"adhmoffj-1","Erythroid"
"adicadpf-1","Granulocyte_monocyte_progenitor"
"adikfeam-1","Granulocyte_monocyte_progenitor"
"adjcmlkg-1","Erythroid"
"adjjbioo-1","Nonhaem"
"adjkbook-1","Erythroid"
"adjkheje-1","Erythroid"
"adjlhbpb-1","Erythroid"
"adjpebgm-1","pDC"
"adkkbmmd-1","Macrophage"
"adkmpigc-1","HSC"
"adlagmde-1","Nonhaem"
"adlbfhka-1","HSC"
"adlppehh-1","Neutrophil"
"admaggpg-1","Erythroid"
"admfchme-1","Erythroid"
"admfifig-1","Erythroid"
"admmmbii-1","Erythroid"
"admpajip-1","Erythroid"
"adnalfjm-1","Neutrophil"
"adnfolmb-1","MonoCD14"
"adnichnc-1","pDC"
"adnifjai-1","Erythroid"
"adnkndoj-1","Erythroid"
"adnmhmil-1","Erythroid"
"adnookag-1","Erythroid"
"adoahech-1","Neutrophil"
"adodkief-1","Erythroid"
"adoemkpp-1","Granulocyte_monocyte_progenitor"
"adomcgce-1","pDC"
"adophmni-1","Erythroid"
"adpagiig-1","Neutrophil"
"adpcbdgf-1","HSC"
"adpchppg-1","Erythroid"
"adpendbb-1","Erythroid"
"adpfanmk-1","Erythroid"
"adpfbjbg-1","Erythroid"
"adpfkphn-1","Erythroid"
"adpfnall-1","Granulocyte_monocyte_progenitor"
"adpgclab-1","Erythroid"
"aeaaeggk-1","Granulocyte_monocyte_progenitor"
"aeacildn-1","Erythroid"
"aeagpcbb-1","Granulocyte_monocyte_progenitor"
"aeajbpko-1","HSC"
"aeajpicd-1","HSC"
"aeaolhnd-1","Erythroid"
"aebfiifa-1","B_progenitor"
"aebipiha-1","Erythroid"
"aebkildc-1","Plasma_cell"
"aecbhahf-1","B_memory"
"aecciido-1","Granulocyte_monocyte_progenitor"
"aecimink-1","Neutrophil"
"aecjlino-1","CD4_T_naive"
"aedlnimg-1","Granulocyte_monocyte_progenitor"
"aeebefaf-1","Neutrophil"
"aeecnjci-1","Nonhaem"
"aefcaibn-1","Neutrophil"
"aefiiijc-1","Erythroid"
"aefkmfgn-1","B_progenitor"
"aefneopf-1","MonoCD14"
"aefnfkml-1","Neutrophil"
"aegaafah-1","MonoCD14"
"aegolclp-1","Erythroid"
"aegpfghe-1","Erythroid"
"aehafjom-1","MonoCD14"
"aehhekmo-1","Macrophage"
"aehmidgj-1","B_progenitor"
"aehpemcf-1","Granulocyte_monocyte_progenitor"
"aehpkaea-1","Erythroid"
"aeidhgkg-1","Granulocyte_monocyte_progenitor"
"aeijlchp-1","Erythroid"
"aejecokn-1","Erythroid"
"aekbdjhd-1","Erythroid"
"aekbmbbg-1","B_progenitor"
"aekiccoe-1","HSC"
"aeklboig-1","Erythroid"
"aekodjlh-1","Erythroid"
"aekoepek-1","Erythroid"
"aekpmnbi-1","Erythroid"
"aeldmbcg-1","HSC"
"aeleilej-1","Neutrophil"
"aelhpdpo-1","Erythroid"
"aelibmed-1","T_prolifer"
"aelocjjf-1","Erythroid"
"aelpffok-1","Erythroid"
"aelpgegb-1","Erythroid"
"aemfdjnc-1","Erythroid"
"aemfgppf-1","Erythroid"
"aemifled-1","Erythroid"
"aemoblac-1","Erythroid"
"aemolcga-1","Erythroid"
"aenkfnan-1","Erythroid"
"aeokogae-1","MonoCD14"
"afafabed-1","Erythroid"
"afafdnol-1","Erythroid"
"afajadbh-1","Erythroid"
"afbcfjem-1","Erythroid"
"afbfikck-1","Erythroid"
"afbmknhc-1","Erythroid"
"afbnkcfk-1","pDC"
"afeklmdm-1","Erythroid"
"affbfngc-1","Erythroid"
"affbmkpf-1","Erythroid"
"affdopme-1","Erythroid"
"affhdepn-1","Erythroid"
"affmkmlk-1","B_progenitor"
"afgdocla-1","Neutrophil"
"afghibia-1","Erythroid"
"afgjdgee-1","Macrophage"
"afgkgiok-1","Erythroid"
"afheflja-1","Erythroid"
"afhienbj-1","Nonhaem"
"afjdmedo-1","Neutrophil"
"afjechbh-1","Neutrophil"
"afjpgkdg-1","Erythroid"
"afkbhiip-1","T_prolifer"
"afmfengp-1","Nonhaem"
"afmhpihf-1","Erythroid"
"afmhppii-1","BaEoMa"
"afmkekjo-1","HSC"
"afmklbdj-1","MonoCD14"
"afmknkfl-1","Granulocyte_monocyte_progenitor"
"afmpepaa-1","Nonhaem"
"afncdlel-1","Macrophage"
"afncinle-1","Macrophage"
"afnfheom-1","Erythroid"
"afngbnbl-1","Erythroid"
"afnkafmb-1","Erythroid"
"afnmjmga-1","Erythroid"
"afnokdkl-1","Erythroid"
"afomfchi-1","Erythroid"
"afpannec-1","Erythroid"
"afpanpgp-1","B_progenitor"
"afpaomaf-1","Erythroid"
"afpcphif-1","Erythroid"
"afpjmabf-1","Erythroid"
"afpmobpm-1","Erythroid"
"agabogmi-1","Neutrophil"
"agaejjbd-1","Erythroid"
"agajidlf-1","Erythroid"
"agakanpo-1","Erythroid"
"agbjohin-1","Erythroid"
"agcfbadd-1","Erythroid"
"agcflclc-1","B_progenitor"
"agdcemfi-1","Erythroid"
"agdfggog-1","Erythroid"
"agdjhijj-1","Erythroid"
"agdmcfpk-1","Erythroid"
"agdnagjj-1","Erythroid"
"agdnagkp-1","HSC"
"ageageij-1","Erythroid"
"agecleni-1","Erythroid"
"ageikoph-1","Erythroid"
"agekmmnh-1","Erythroid"
"agfbpknb-1","Erythroid"
"agfccdbk-1","Erythroid"
"agffnekl-1","Erythroid"
"agflakbo-1","Erythroid"
"agfnaaob-1","Erythroid"
"aggdfgip-1","MonoCD16"
"aggdmdcd-1","B_progenitor"
"aggebflb-1","Erythroid"
"aggfofhn-1","Erythroid"
"agglgdbn-1","Erythroid"
"aghelakm-1","Erythroid"
"aghjmkin-1","Erythroid"
"aghkmdnc-1","MonoCD14"
"aghlnmfg-1","Erythroid"
"aghmhhbh-1","Macrophage"
"aghnblie-1","Erythroid"
"aghohepl-1","Erythroid"
"agihnfjf-1","B_progenitor"
"aginmaad-1","Neutrophil"
"agjmeagh-1","pDC"
"agjpcenb-1","Erythroid"
"agkaepmk-1","Neutrophil"
"agkbfhkn-1","Erythroid"
"agklnnip-1","Erythroid"
"agkobkbc-1","MonoCD14"
"agkpgnbl-1","Erythroid"
"aglababj-1","Erythroid"
"agleiabn-1","Erythroid"
"aglephdj-1","Erythroid"
"aglgjklj-1","Erythroid"
"agljdhgk-1","Neutrophil"
"aglmdkad-1","Neutrophil"
"agmeooeb-1","Erythroid"
"agmfebpc-1","B_memory"
"agmjdedc-1","Erythroid"
"agmmmobb-1","Macrophage"
"agndcjfh-1","Erythroid"
"agnephab-1","Macrophage"
"agnfpekc-1","Erythroid"
"agnhnbgg-1","Neutrophil"
"agnigdoh-1","Neutrophil"
"agnlbpgg-1","Nonhaem"
"agnmbjgn-1","Erythroid"
"agnnlldc-1","Nonhaem"
"agocjflm-1","Erythroid"
"agomapba-1","Neutrophil"
"agpdligl-1","HSC"
"agpgcjmj-1","MonoCD14"
"agphofie-1","Erythroid"
"agpjiinm-1","Nonhaem"
"agpjmlib-1","Neutrophil"
"agpkokbb-1","Macrophage"
"agpodgba-1","Erythroid"
"agppkgjk-1","Erythroid"
"ahacejbl-1","Plasma_cell"
"ahaiikeh-1","Erythroid"
"ahajjobe-1","Neutrophil"
"ahanniba-1","HSC"
"ahbdmdok-1","Neutrophil"
"ahblpigd-1","Neutrophil"
"ahcbjdid-1","Neutrophil"
"ahciikic-1","Erythroid"
"ahdcjclo-1","Erythroid"
"ahdfofho-1","Neutrophil"
"ahdgmiko-1","Macrophage"
"ahdhbbae-1","T_prolifer"
"ahdhjhme-1","Neutrophil"
"ahebkldf-1","MonoCD14"
"ahedidjb-1","Erythroid"
"ahedlaol-1","Erythroid"
"aheeeibi-1","MonoCD14"
"ahemfnfe-1","Erythroid"
"aheocgca-1","Macrophage"
"ahfcfbpi-1","Neutrophil"
"ahfdjkpl-1","Macrophage"
"ahfdklja-1","Erythroid"
"ahfejnbp-1","Erythroid"
"ahfgabma-1","Erythroid"
"ahfiemlj-1","Neutrophil"
"ahfignlp-1","Erythroid"
"ahfiimnf-1","Neutrophil"
"ahfjimll-1","Neutrophil"
"ahflfaog-1","Nonhaem"
"ahflgifg-1","Nonhaem"
"ahflkgoa-1","Erythroid"
"ahfmpoik-1","MonoCD14"
"ahfnacpi-1","Erythroid"
"ahfoppmb-1","Erythroid"
"ahfpejfj-1","Erythroid"
"ahgcaedh-1","B_memory"
"ahgcjind-1","B_memory"
"ahgfnnki-1","Neutrophil"
"ahggjimn-1","Neutrophil"
"ahghniij-1","Erythroid"
"ahgjlhhd-1","Erythroid"
"ahgkfbpp-1","Erythroid"
"ahglongh-1","Erythroid"
"ahgmbgdn-1","Macrophage"
"ahgmmpim-1","B_memory"
"ahgnbcnf-1","Nonhaem"
"ahgonmko-1","B_memory"
"ahhdmhig-1","B_progenitor"
"ahhhndbn-1","Granulocyte_monocyte_progenitor"
"ahhkimld-1","B_progenitor"
"ahhkjanm-1","Erythroid"
"ahhmdkhj-1","Neutrophil"
"ahiijlcd-1","Neutrophil"
"ahjegjgj-1","B_progenitor"
"ahjnelaf-1","HSC"
"ahjnenbg-1","Neutrophil"
"ahjpnjpa-1","Nonhaem"
"ahlljgmo-1","MonoCD14"
"ahlngcfb-1","Nonhaem"
"ahmhpiop-1","Granulocyte_monocyte_progenitor"
"ahmmklgh-1","MonoCD14"
"ahmpombf-1","Macrophage"
"ahnaolfm-1","MonoCD14"
"ahndocbj-1","HSC"
"ahngpphi-1","Macrophage"
"ahnoealc-1","HSC"
"ahodfeio-1","Neutrophil"
"ahpamnon-1","Erythroid"
"ahpdhffd-1","Plasma_cell"
"ahpdjpkb-1","Erythroid"
"ahpjlglj-1","pDC"
"ahponnmk-1","Neutrophil"
"aiabfeng-1","Erythroid"
"aiaglckj-1","Macrophage"
"aiajpcob-1","Erythroid"
"aiamnlpn-1","Erythroid"
"aiaobcdo-1","Neutrophil"
"aiaopjfb-1","B_naive"
"aiapblgn-1","Neutrophil"
"aibddhdi-1","Erythroid"
"aibfhonc-1","Granulocyte_monocyte_progenitor"
"aibmppfh-1","Granulocyte_monocyte_progenitor"
"aicbcjja-1","B_progenitor"
"aicdkaeo-1","MonoCD14"
"aicefano-1","HSC"
"aicemaha-1","Erythroid"
"aicfinlm-1","MonoCD14"
"aicilajm-1","Erythroid"
"aicilmod-1","Erythroid"
"aicipbhf-1","Erythroid"
"aicmgnhh-1","Erythroid"
"aidbmaei-1","HSC"
"aidjehbp-1","B_progenitor"
"aidkdhek-1","Erythroid"
"aiedgpbf-1","MonoCD14"
"aiehnlng-1","Erythroid"
"aieinnli-1","Neutrophil"
"aiemkfjk-1","Erythroid"
"aieojghd-1","HSC"
"aifebnbi-1","HSC"
"aifekmga-1","HSC"
"aifeolnb-1","Granulocyte_monocyte_progenitor"
"aifffibg-1","Neutrophil"
"aifgbjok-1","Neutrophil"
"aifgcefd-1","Erythroid"
"aifiaikd-1","Erythroid"
"aifmkign-1","HSC"
"aigadodn-1","MonoCD14"
"aigeajoc-1","HSC"
"aighnioa-1","Erythroid"
"aigkomlj-1","Erythroid"
"aigkpfeh-1","Nonhaem"
"aigmdcnm-1","Erythroid"
"aiicfonl-1","Erythroid"
"aiimpnjd-1","B_naive"
"aijibmil-1","Macrophage"
"aijpmald-1","MonoCD14"
"aikaiddg-1","Erythroid"
"aikdnpcj-1","Erythroid"
"aikechbh-1","Granulocyte_monocyte_progenitor"
"aikegceo-1","T_prolifer"
"aikfbkak-1","HSC"
"aikfonnp-1","Granulocyte_monocyte_progenitor"
"aildjool-1","Granulocyte_monocyte_progenitor"
"ailegjhk-1","HSC"
"ailjmabn-1","HSC"
"aillllko-1","Granulocyte_monocyte_progenitor"
"ailmldob-1","Plasma_cell"
"ailmnheb-1","Erythroid"
"ailoefan-1","Granulocyte_monocyte_progenitor"
"ailoiehm-1","HSC"
"aimbiljn-1","HSC"
"aimbpmff-1","Granulocyte_monocyte_progenitor"
"aimcfede-1","Granulocyte_monocyte_progenitor"
"aimddnnf-1","Erythroid"
"aimenhid-1","Erythroid"
"aimgoegi-1","HSC"
"aimnmmmh-1","Granulocyte_monocyte_progenitor"
"ainaobeh-1","Neutrophil"
"ainfkjjj-1","Neutrophil"
"aiogaibf-1","Erythroid"
"aioinpjl-1","Erythroid"
"aiojhine-1","Neutrophil"
"aipbgckp-1","HSC"
"aipiemgg-1","MonoCD14"
"aipjhdbc-1","Erythroid"
"aipkejnp-1","Erythroid"
"aipmcfph-1","HSC"
"ajaffnlf-1","Erythroid"
"ajafgajg-1","HSC"
"ajajoofk-1","Granulocyte_monocyte_progenitor"
"ajanajig-1","B_memory"
"ajanijmh-1","Granulocyte_monocyte_progenitor"
"ajanlokb-1","Erythroid"
"ajaoebml-1","Erythroid"
"ajblcigm-1","HSC"
"ajcbekba-1","Macrophage"
"ajcdmiod-1","MonoCD14"
"ajcjiofp-1","Granulocyte_monocyte_progenitor"
"ajckbfkg-1","Neutrophil"
"ajcmibld-1","Erythroid"
"ajcngkih-1","Erythroid"
"ajddhjeb-1","Granulocyte_monocyte_progenitor"
"ajdeaaij-1","Macrophage"
"ajdlgpam-1","Erythroid"
"ajegjeph-1","Erythroid"
"ajejofdg-1","B_naive"
"ajejooed-1","B_progenitor"
"ajekihoj-1","B_naive"
"ajemaakf-1","HSC"
"ajfgembh-1","MonoCD16"
"ajfhocof-1","Erythroid"
"ajfiapkn-1","Erythroid"
"ajfjnlef-1","B_progenitor"
"ajfkoeln-1","B_progenitor"
"ajfpfikn-1","Erythroid"
"ajgchcje-1","Nonhaem"
"ajhbblbi-1","Nonhaem"
"ajhnbmml-1","Nonhaem"
"ajhogeid-1","Erythroid"
"ajhpiabh-1","Nonhaem"
"ajiggllf-1","B_progenitor"
"ajijlhci-1","HSC"
"ajildnhj-1","Granulocyte_monocyte_progenitor"
"ajinkjbn-1","Erythroid"
"ajipnmad-1","Nonhaem"
"ajjbikla-1","MonoCD14"
"ajjdomge-1","Macrophage"
"ajjniagl-1","MonoCD14"
"ajjolfpp-1","Erythroid"
"ajjpgnji-1","MonoCD14"
"ajkpkmbc-1","HSC"
"ajlbclii-1","Erythroid"
"ajlbgbgj-1","Erythroid"
"ajlblgnn-1","Macrophage"
"ajlmnfkm-1","Erythroid"
"ajloiadn-1","Granulocyte_monocyte_progenitor"
"ajmbliee-1","MonoCD14"
"ajmfnejc-1","Erythroid"
"ajmkmkhm-1","Nonhaem"
"ajmnjokh-1","Granulocyte_monocyte_progenitor"
"ajnhcdce-1","Granulocyte_monocyte_progenitor"
"ajnjdoeh-1","Erythroid"
"ajnjikfk-1","Erythroid"
"ajohabme-1","Neutrophil"
"ajojakho-1","HSC"
"ajokobmh-1","Macrophage"
"ajolejcp-1","Neutrophil"
"ajoljlef-1","Neutrophil"
"ajonjbde-1","Erythroid"
"ajopncic-1","Neutrophil"
"ajpcjief-1","Macrophage"
"ajpclpbp-1","Erythroid"
"ajpeaakg-1","Erythroid"
"ajpfamgj-1","Erythroid"
"ajpmlikg-1","MonoCD14"
"ajpnpgli-1","Nonhaem"
"ajppfboh-1","Neutrophil"
"akaampaj-1","Erythroid"
"akabckgj-1","Erythroid"
