"","celltype"
"aceifcfg-1","MonoCD14"
"acekpkgc-1","Erythroid"
"acenlpig-1","B_progenitor"
"acepghbn-1","MonoCD14"
"acfbdnen-1","Granulocyte_monocyte_progenitor"
"acfdjajc-1","MonoCD14"
"acfgeonb-1","Granulocyte_monocyte_progenitor"
"acfhiamg-1","CD4_T_naive"
"acfinmfl-1","CD8_T_memory"
"acfmepkn-1","HSC"
"acfnpngf-1","MonoCD14"
"acfopbio-1","Neutrophil"
"acfplped-1","MonoCD14"
"acgagloe-1","MonoCD14"
"acgcpjhk-1","Macrophage"
"acgdkken-1","pDC"
"acgflkli-1","HSC"
"acghjafd-1","HSC"
"acgibgdd-1","Neutrophil"
"acgjillb-1","Macrophage"
"acgkpecm-1","Erythroid"
"acglnamd-1","Erythroid"
"acgodckf-1","Erythroid"
"achcacbg-1","pDC"
"achdonlp-1","MonoCD14"
"acheljke-1","pDC"
"achgcnme-1","MonoCD14"
"achmjmle-1","Nonhaem"
"achmlahe-1","Macrophage"
"achobajm-1","MonoCD14"
"acibcpmm-1","MonoCD14"
"acibipmh-1","CTL"
"acidfacp-1","MonoCD14"
"acifmlbh-1","Granulocyte_monocyte_progenitor"
"aciheckg-1","CTL"
"acikonmg-1","MonoCD14"
"aciliepp-1","Neutrophil"
"acimbpap-1","Erythroid"
"acipfefh-1","Erythroid"
"acjaiicm-1","Erythroid"
"acjalcmm-1","NK_cell"
"acjbbejh-1","Erythroid"
"acjgmiaa-1","Erythroid"
"acjhnhoe-1","Erythroid"
"acjjebjh-1","Macrophage"
"acjnkooo-1","Erythroid"
"ackadgod-1","CD4_T_naive"
"ackeehaa-1","Erythroid"
"ackgaohf-1","MonoCD14"
"ackicmdf-1","Neutrophil"
"ackjphkl-1","HSC"
"ackkpljn-1","HSC"
"aclbdnco-1","Plasma_cell"
"aclcgebb-1","Plasma_cell"
"aclcoiki-1","Erythroid"
"acleioef-1","Macrophage"
"aclepajm-1","Macrophage"
"aclfddgg-1","Erythroid"
"aclhaefk-1","Erythroid"
"aclijehn-1","Erythroid"
"aclkfedc-1","Erythroid"
"acllnced-1","HSC"
"acmafmpo-1","Nonhaem"
"acmammol-1","Neutrophil"
"acmcepka-1","MonoCD14"
"acmdffgk-1","Nonhaem"
"acmejggj-1","MonoCD14"
"acnmdhge-1","Erythroid"
"acnpophc-1","Erythroid"
"acoccacj-1","HSC"
"acomgamo-1","HSC"
"acondgmm-1","HSC"
"acookonm-1","Plasma_cell"
"acpaljhg-1","Plasma_cell"
"acpceafb-1","MonoCD14"
"acpecbkk-1","Nonhaem"
"acphboll-1","BaEoMa"
"acpjimlp-1","HSC"
"acpldkem-1","HSC"
"acpllpji-1","NK_cell"
"acpnlffc-1","Neutrophil"
"adaelkcm-1","Neutrophil"
"adamcgib-1","MonoCD14"
"adanmcho-1","Macrophage"
"adaomdip-1","Plasma_cell"
"adbaimbf-1","CD8_T_naive"
"adbaiomk-1","Macrophage"
"adbgfnfa-1","Nonhaem"
"adbhbifi-1","Plasma_cell"
"adbinnna-1","HSC"
"adblhfok-1","Erythroid"
"adbmflif-1","Macrophage"
"adcdphmn-1","BaEoMa"
"adcflobl-1","Nonhaem"
"adcgalga-1","Erythroid"
"adchhooc-1","Erythroid"
"adckghce-1","Erythroid"
"adcocjlc-1","Erythroid"
"adconnlg-1","Neutrophil"
"adcpknaa-1","Erythroid"
"addalkna-1","HSC"
"addlhami-1","MonoCD14"
"adekmfif-1","HSC"
"adepicpg-1","Macrophage"
"adfakdbh-1","Erythroid"
"adfdpdhh-1","Erythroid"
"adfhbjll-1","Erythroid"
"adfoggil-1","Nonhaem"
"adfpbjcf-1","Neutrophil"
"adgccfof-1","MonoCD14"
"adgcidke-1","Erythroid"
"adgeiabm-1","HSC"
"adgejcod-1","Erythroid"
"adgfnlbg-1","Erythroid"
"adggleeg-1","Erythroid"
"adglenmm-1","Erythroid"
"adgpkkhk-1","Erythroid"
"adgpojoe-1","Erythroid"
"adhacaap-1","Neutrophil"
"adhadanp-1","Plasma_cell"
"adhknken-1","Erythroid"
"adidbggk-1","Macrophage"
"adidnhfl-1","Erythroid"
"adieaafa-1","Macrophage"
"adiffjne-1","CD4_T_memory"
"adiiakcj-1","Erythroid"
"adijegmj-1","Plasma_cell"
"adingfmj-1","pDC"
"adiokjil-1","CD4_T_naive"
"adipingb-1","CD4_T_naive"
"adjgohng-1","CD4_T_naive"
"adjifjmh-1","pDC"
"adjlcind-1","CD4_T_memory"
"adjmnpio-1","CD4_T_naive"
"adkeficc-1","pDC"
"adkfbebl-1","Macrophage"
"adkhfena-1","B_naive"
"adkhkjom-1","CD4_T_memory"
"adkknoik-1","Plasma_cell"
"adkmakkm-1","Nonhaem"
"adkonjij-1","CD4_T_naive"
"adkphiic-1","Plasma_cell"
"adlbliid-1","CD8_T_naive"
"adlfackj-1","HSC"
"adlgjejn-1","Nonhaem"
"adlicjmj-1","Erythroid"
"admdfgbi-1","Nonhaem"
"admhjjeo-1","Nonhaem"
"admjflan-1","pDC"
"admpipji-1","CD8_T_naive"
"adnbhihf-1","Nonhaem"
"adncnhff-1","CTL"
"adnfbfed-1","pDC"
"adnmdbjm-1","CD4_T_memory"
"adoemmpg-1","CD4_T_naive"
"adohfffi-1","CD4_T_naive"
"adohpggd-1","CD4_T_naive"
"adolnchp-1","CD4_T_naive"
"adomndkh-1","MonoCD14"
"adoofllg-1","CD4_Tcm"
"adpaeaam-1","pDC"
"adpbihbo-1","pDC"
"adpeibig-1","Nonhaem"
"adpgfndn-1","Nonhaem"
"adphmfbd-1","Nonhaem"
"adpillej-1","CD4_T_naive"
"adpjiffe-1","CD4_T_memory"
"adpollna-1","CD4_T_memory"
"adpphilo-1","CD4_T_naive"
"aeaagjgp-1","NK_cell"
"aeagjdih-1","MonoCD14"
"aeaimhkf-1","CD4_T_naive"
"aeaioekc-1","CD8_T_naive"
"aealnbol-1","Nonhaem"
"aebaoebg-1","Plasma_cell"
"aebbgmao-1","CD8_T_naive"
"aebdoald-1","Nonhaem"
"aebelajo-1","Plasma_cell"
"aebfcamb-1","CD4_T_naive"
"aebibaod-1","Macrophage"
"aebjiemj-1","BaEoMa"
"aebjmglp-1","Nonhaem"
"aeblecll-1","Macrophage"
"aecakpmp-1","Erythroid"
"aecbckbg-1","Nonhaem"
"aecceacm-1","Macrophage"
"aecediam-1","CD4_T_memory"
"aeceneop-1","CD4_T_naive"
"aecfpdnj-1","CD8_T_naive"
"aeciahmk-1","pDC"
"aeciiemb-1","Erythroid"
"aeckndkl-1","pDC"
"aecnnmga-1","CD4_T_naive"
"aecpfgfk-1","pDC"
"aedcgfhh-1","CD4_T_naive"
"aedehboo-1","pDC"
"aedfgcde-1","CD4_T_naive"
"aedhmipm-1","CD4_T_naive"
"aednbaef-1","CD4_Tcm"
"aedpggog-1","Nonhaem"
"aeebmjim-1","Nonhaem"
"aeednjdm-1","Nonhaem"
"aeeglijp-1","CD4_T_naive"
"aeejjfmp-1","Nonhaem"
"aeejomca-1","CD4_T_naive"
"aeemfppo-1","Nonhaem"
"aeeokikb-1","CD4_T_naive"
"aeepoagg-1","CD4_T_naive"
"aefackkc-1","Macrophage"
"aefcfiei-1","Nonhaem"
"aefcpcea-1","Plasma_cell"
"aefepplh-1","CD4_Tcm"
"aefgfdbc-1","CD8_T_memory"
"aefgpfmk-1","MonoCD14"
"aefjmngl-1","pDC"
"aefknkie-1","CD4_T_naive"
"aeflejpf-1","CD4_T_naive"
"aefnhlbb-1","Nonhaem"
"aefpchca-1","CD4_T_memory"
"aefpfcfa-1","Plasma_cell"
"aegedmck-1","CD8_T_naive"
"aegfgopi-1","Nonhaem"
"aeggiadd-1","CD8_T_naive"
"aegkpkjc-1","Nonhaem"
"aeglgjhg-1","Nonhaem"
"aegmpjan-1","pDC"
"aegolpoj-1","pDC"
"aegpbhak-1","Erythroid"
"aehelodl-1","Nonhaem"
"aehfaocc-1","pDC"
"aehmcddm-1","Erythroid"
"aehmokpe-1","HSC"
"aehoiaif-1","Nonhaem"
"aehooobo-1","Nonhaem"
"aeiddnab-1","B_progenitor"
"aeidjfod-1","Plasma_cell"
"aeiehgie-1","Erythroid"
"aeifdclg-1","MonoCD14"
"aeihhlmo-1","Erythroid"
"aeikjdgp-1","MonoCD14"
"aeinmcdo-1","CD4_T_naive"
"aeinpkip-1","CD4_T_memory"
"aeioppfo-1","CD4_T_memory"
"aejaogda-1","CD8_T_naive"
"aejgmaid-1","CD4_T_memory"
"aejhiffg-1","CD4_T_memory"
"aejlbbea-1","Nonhaem"
"aejocdeo-1","CD4_T_naive"
"aejogakg-1","CD4_T_memory"
"aejpoafe-1","Nonhaem"
"aekebdkl-1","Nonhaem"
"aekgbbif-1","CD4_T_naive"
"aekhalgk-1","CD8_T_naive"
"aekkjknk-1","NK_cell"
"aekljmmg-1","CD4_T_naive"
"aeklomlp-1","CD4_T_memory"
"aekmgppp-1","CD4_T_naive"
"aeknklad-1","MonoCD16"
"aeknlmdc-1","Macrophage"
"aekofndb-1","Nonhaem"
"aelcdcfc-1","CD4_T_memory"
"aelelkao-1","CD4_T_naive"
"aelganhn-1","CD4_T_naive"
"aeligach-1","CD4_T_naive"
"aelkmnda-1","CD4_Tcm"
"aelmnjjk-1","MonoCD14"
"aelpajjd-1","CD4_T_memory"
"aelphmpk-1","CD4_T_memory"
"aelpmcik-1","CD4_T_memory"
"aemimokh-1","CD4_T_naive"
"aemnnkjp-1","Macrophage"
"aemocipd-1","CD4_T_naive"
"aenaipmi-1","Nonhaem"
"aenepbpm-1","Nonhaem"
"aeokfjmf-1","Nonhaem"
"aeomjame-1","CD4_T_memory"
"aeoofpep-1","Macrophage"
"aepbagka-1","CD4_T_naive"
"aepbmmjd-1","CD4_T_naive"
"aepclnif-1","Macrophage"
"aephlpal-1","Nonhaem"
"aepjpagd-1","Plasma_cell"
"aepnfjlj-1","CD4_T_naive"
"aepokaka-1","Plasma_cell"
"aeppkpon-1","CD4_T_memory"
"aeppmbho-1","Plasma_cell"
"afahlfol-1","pDC"
"afamfekc-1","CD4_T_naive"
"afanhocf-1","CD4_T_naive"
"afaokpfd-1","CD4_T_naive"
"afaphgnp-1","CD4_T_naive"
"afbakgkd-1","CD4_T_memory"
"afbcebak-1","Nonhaem"
"afbihdbg-1","Granulocyte_monocyte_progenitor"
"afbilgjk-1","Neutrophil"
"afbkbicm-1","Erythroid"
"afblnchd-1","Plasma_cell"
"afbmlplg-1","Erythroid"
"afcccnod-1","Nonhaem"
"afccpjkf-1","Erythroid"
"afcdbmlj-1","Erythroid"
"afceefek-1","HSC"
"afchjdlj-1","MonoCD14"
"afchmhdk-1","MonoCD14"
"afcoggch-1","Plasma_cell"
"afdbcdpg-1","Macrophage"
"afdbioad-1","HSC"
"afdcjhfn-1","HSC"
"afdcnnnf-1","Erythroid"
"afdcpghi-1","MonoCD14"
"afddbcdk-1","Granulocyte_monocyte_progenitor"
"afdedlnp-1","CD4_Tcm"
"afdgngbg-1","Nonhaem"
"afdhapog-1","MonoCD14"
"afdinooi-1","MonoCD14"
"afdjiohj-1","MonoCD14"
"afdplipn-1","Nonhaem"
"afeafdnn-1","Nonhaem"
"afefjbea-1","Nonhaem"
"afeijpdd-1","Neutrophil"
"afemncme-1","MonoCD14"
"affhchlf-1","Erythroid"
"affhnhja-1","HSC"
"afgaljjl-1","Nonhaem"
"afgepjdc-1","Erythroid"
"afglgpcc-1","CD4_T_memory"
"afgndnao-1","Plasma_cell"
"afgnjaid-1","HSC"
"afgpcelp-1","B_progenitor"
"afgpiogj-1","Granulocyte_monocyte_progenitor"
"afhdiljc-1","HSC"
"afhghica-1","MonoCD14"
"afhhcogf-1","Neutrophil"
"afhidmjn-1","HSC"
"afhmnigg-1","HSC"
"afhnmjmf-1","Erythroid"
"afibaahh-1","HSC"
"aficjljk-1","HSC"
"afigeool-1","Plasma_cell"
"afijacao-1","Erythroid"
"afijdafh-1","Erythroid"
"afijicbl-1","HSC"
"afikidip-1","Neutrophil"
"afimclaj-1","Granulocyte_monocyte_progenitor"
"afimfgkk-1","MonoCD14"
"afipdank-1","Erythroid"
"afipknnb-1","MonoCD14"
"afjcmbkg-1","MonoCD16"
"afjedmgc-1","Nonhaem"
"afjghdfe-1","Erythroid"
"afjhghkc-1","Erythroid"
"afkaenkh-1","MonoCD14"
"afkcodeh-1","MonoCD14"
"afkenmdh-1","Macrophage"
"afkjbohm-1","MonoCD14"
"afkjndna-1","Neutrophil"
"afkpldbc-1","MonoCD14"
"aflbhook-1","Erythroid"
"afldbplp-1","MonoCD14"
"afldljhd-1","MonoCD14"
"aflebhdd-1","Erythroid"
"aflfijgo-1","Erythroid"
"aflfndae-1","Plasma_cell"
"aflfpgbk-1","Erythroid"
"aflgdggh-1","pDC"
"afliaogd-1","HSC"
"afljgfeo-1","Erythroid"
"aflmbnlo-1","Platelet"
"aflnlcph-1","Macrophage"
"aflplnkn-1","MonoCD14"
"afmcgkhn-1","Erythroid"
"afmedihh-1","Macrophage"
"afmgafin-1","Nonhaem"
"afmglbdg-1","MonoCD14"
"afmgpojk-1","Erythroid"
"afmhcgio-1","Plasma_cell"
"afmhgoeo-1","Plasma_cell"
"afmjdhbc-1","Plasma_cell"
"afmnkbof-1","Erythroid"
"afndahlg-1","Nonhaem"
"afnglnhh-1","Erythroid"
"afnpcmod-1","MAIT_gdT"
"afnpedmd-1","Granulocyte_monocyte_progenitor"
"afoddbpe-1","pDC"
"afoegmgd-1","MonoCD16"
"afoflopg-1","Erythroid"
"afoklnoc-1","NK_cell"
"afokmbmh-1","HSC"
"afonhahf-1","Erythroid"
"afopolmp-1","Erythroid"
"afpcbmjb-1","Erythroid"
"afpgbofd-1","Erythroid"
"afphpdep-1","Neutrophil"
"afpkgndp-1","HSC"
"agaabhel-1","HSC"
"agafchnp-1","Erythroid"
"agaffndi-1","Erythroid"
"agagllji-1","CD4_Tcm"
"agahanbp-1","T_prolifer"
"agahimam-1","Erythroid"
"agakghab-1","HSC"
"agakjcoe-1","Erythroid"
"agalbfck-1","Macrophage"
"agaoihmh-1","B_progenitor"
"agaokncj-1","Macrophage"
"agbbailc-1","Erythroid"
"agbbdnne-1","Macrophage"
"agbecpme-1","B_progenitor"
"agbgacgf-1","MonoCD14"
"agbikimo-1","Erythroid"
"agbkdajg-1","Erythroid"
"agbkpgke-1","Erythroid"
"agblbnhe-1","Erythroid"
"agbmbick-1","Erythroid"
"agcbgigb-1","Erythroid"
"agcjhbcg-1","MonoCD14"
"agcjlelj-1","Granulocyte_monocyte_progenitor"
"agcmfbam-1","Erythroid"
"agdaiggo-1","Erythroid"
"agdakmof-1","Macrophage"
"agddgabj-1","HSC"
"agddncki-1","CD4_T_naive"
"agdfelkg-1","Nonhaem"
"agdhoimh-1","Nonhaem"
"agdieonl-1","MonoCD14"
"agdjcbkh-1","Plasma_cell"
"agdnincp-1","Erythroid"
"agdnniki-1","Platelet"
"agdpdblk-1","Platelet"
"agdphdhe-1","Erythroid"
"ageeadna-1","MonoCD14"
"ageeccop-1","Erythroid"
"agelflia-1","Neutrophil"
"agengjak-1","MonoCD14"
"ageoanfo-1","BaEoMa"
"agfckbae-1","Erythroid"
"agfechbj-1","Nonhaem"
"agfhilce-1","Granulocyte_monocyte_progenitor"
"agfhlbfo-1","Macrophage"
"agfigjgn-1","MonoCD14"
"agfjodlf-1","Nonhaem"
"agfkcfll-1","Erythroid"
"agfnkhhm-1","Erythroid"
"agfomahm-1","Erythroid"
"agfpkmgh-1","Erythroid"
"aggbfpjb-1","Nonhaem"
"agggnkio-1","Nonhaem"
"aggjejcm-1","Plasma_cell"
"aggkdbim-1","Neutrophil"
"aghcoflg-1","Erythroid"
"aghldpfc-1","Erythroid"
"agiamkia-1","Erythroid"
"agianfac-1","Erythroid"
"agidfpgn-1","MonoCD14"
"agidmlhb-1","CD4_T_memory"
"agienlek-1","Erythroid"
"agigeock-1","Erythroid"
"agijldig-1","Plasma_cell"
"aginfjaa-1","Erythroid"
"agiookba-1","Erythroid"
"agiplgdf-1","HSC"
"agjgliam-1","MonoCD14"
"agjlfbmn-1","Erythroid"
"agjmeige-1","Erythroid"
"agkahaej-1","Erythroid"
"agkapacp-1","Erythroid"
"agkebknd-1","Erythroid"
"agkemafk-1","MonoCD14"
"agkgmifo-1","T_prolifer"
"agkknlae-1","MonoCD14"
"agklcpnf-1","Plasma_cell"
"agknjgol-1","MonoCD14"
"aglbefac-1","pDC"
"agldbcoe-1","MonoCD14"
"agldopkp-1","MonoCD14"
"aglejfij-1","Macrophage"
"aglejkdj-1","MonoCD14"
"aglfidlj-1","Erythroid"
"aglhnhfl-1","Erythroid"
"aglijjcj-1","Erythroid"
"agljdeli-1","MonoCD14"
"agllgfpa-1","Erythroid"
"aglmefif-1","Erythroid"
"aglnffbb-1","CD4_T_naive"
"aglohioc-1","MonoCD14"
"aglpmcam-1","Neutrophil"
"agmckonn-1","Neutrophil"
"agmenohl-1","Nonhaem"
"agnhnjfk-1","HSC"
"agnicnkm-1","HSC"
"agnjdkjk-1","Neutrophil"
"agnkfhnn-1","HSC"
"agnlaeej-1","HSC"
"agnlkdhk-1","Granulocyte_monocyte_progenitor"
"agoeidob-1","MonoCD14"
"agofpjje-1","MonoCD14"
"agohapmo-1","Plasma_cell"
"agoibfkp-1","Plasma_cell"
"agolnbnj-1","Erythroid"
"agomanpp-1","Erythroid"
"agopcnbm-1","Erythroid"
"agpapnfc-1","Erythroid"
"agpfcfon-1","Erythroid"
"agpgggoa-1","Neutrophil"
"agpkpkhj-1","Erythroid"
"ahbjfmao-1","Macrophage"
"ahbkclgf-1","Neutrophil"
"ahbobljd-1","Neutrophil"
"ahcfmanc-1","Plasma_cell"
"ahckcpli-1","NK_cell"
"ahcodnjn-1","Nonhaem"
"ahcoebnd-1","Erythroid"
"ahdadeii-1","Granulocyte_monocyte_progenitor"
"ahdakodf-1","Neutrophil"
"ahdapakh-1","MonoCD16"
"ahdccgpd-1","Nonhaem"
"ahddkoap-1","Nonhaem"
"ahdehmpc-1","Nonhaem"
"ahdkoplh-1","Nonhaem"
"ahdpmbck-1","HSC"
"aheckpbn-1","Nonhaem"
"ahegflni-1","Nonhaem"
"ahekdjdd-1","Nonhaem"
"aheniiam-1","MonoCD14"
"aheplgod-1","Nonhaem"
"ahfafdbk-1","MonoCD14"
"ahfejcie-1","B_progenitor"
"ahgmgeog-1","Macrophage"
"ahgmhabp-1","MAIT_gdT"
"ahgnfhjg-1","Nonhaem"
"ahgnjdlh-1","MonoCD14"
"ahhfgpbl-1","Erythroid"
"ahhhmdad-1","Erythroid"
"ahhmkdhf-1","Erythroid"
"ahhpnkeo-1","MonoCD14"
"ahidegmh-1","Erythroid"
"ahifggce-1","Erythroid"
"ahjapfmc-1","MonoCD14"
"ahjgbjdl-1","Nonhaem"
"ahjjengf-1","Erythroid"
"ahjkdlkf-1","Erythroid"
"ahjkhmfd-1","Erythroid"
"ahjplbad-1","B_naive"
"ahkecjpi-1","CD8_T_memory"
"ahkelbmo-1","Granulocyte_monocyte_progenitor"
"ahkhbjan-1","Erythroid"
"ahkiiaed-1","pDC"
"ahkjhdic-1","CD4_T_memory"
"ahkkfnnf-1","CD4_T_memory"
"ahklmdpk-1","MonoCD14"
"ahkncplj-1","MonoCD14"
"ahlabjdn-1","Nonhaem"
"ahlapedf-1","Neutrophil"
"ahlikpgc-1","Plasma_cell"
"ahmamola-1","Neutrophil"
"ahmbbilk-1","Neutrophil"
"ahmcblia-1","Plasma_cell"
"ahmdojeh-1","Erythroid"
"ahmgjeof-1","Neutrophil"
"ahmhibfd-1","MonoCD14"
"ahmiafba-1","Granulocyte_monocyte_progenitor"
"ahmijnkn-1","NK_cell"
