"","celltype"
"achkonah-1","Macrophage"
"achpaphi-1","HSC"
"acibfbnf-1","MonoCD14"
"acibphhj-1","HSC"
"acihlpje-1","Erythroid"
"acikjmjm-1","Granulocyte_monocyte_progenitor"
"acimdlee-1","B_progenitor"
"acipgclm-1","Erythroid"
"acipmccd-1","MonoCD14"
"acjgheie-1","Plasma_cell"
"acjiijon-1","Macrophage"
"ackecloh-1","B_naive"
"ackgamkc-1","Nonhaem"
"ackhicpo-1","HSC"
"aclcbdgn-1","Erythroid"
"aclomhnb-1","Erythroid"
"aclpceme-1","Plasma_cell"
"aclpgkfd-1","Granulocyte_monocyte_progenitor"
"acmelepl-1","HSC"
"acmfopog-1","Erythroid"
"acmkdogc-1","HSC"
"acmkeofb-1","Erythroid"
"acmlcjjl-1","Granulocyte_monocyte_progenitor"
"acmmphia-1","Macrophage"
"acmndipm-1","Erythroid"
"acmokdao-1","HSC"
"acncdhlf-1","Erythroid"
"acnepbfi-1","MonoCD14"
"acngpfhm-1","pDC"
"acnifnpc-1","Erythroid"
"acnlpgfc-1","Nonhaem"
"acobdcle-1","Granulocyte_monocyte_progenitor"
"acodjhno-1","Nonhaem"
"adbfmbkh-1","HSC"
"adcbmofe-1","Erythroid"
"addomgln-1","MonoCD14"
"adfachjo-1","HSC"
"adffdecg-1","HSC"
"adflcjhh-1","Macrophage"
"adgaekcp-1","Erythroid"
"adhepmpb-1","MonoCD14"
"adhjhjdj-1","Erythroid"
"adhlgdnh-1","HSC"
"adhmcjho-1","Macrophage"
"adhmgpae-1","Erythroid"
"adhoknbh-1","Nonhaem"
"adhpklbe-1","Erythroid"
"adiakhak-1","Granulocyte_monocyte_progenitor"
"adidfoda-1","Granulocyte_monocyte_progenitor"
"adieiifn-1","HSC"
"adifkcco-1","pDC"
"adihhbgi-1","HSC"
"adihpkoa-1","Erythroid"
"adiibkdi-1","Erythroid"
"adilkdec-1","Neutrophil"
"adinbkmd-1","HSC"
"adipkapk-1","HSC"
"adjackeo-1","Nonhaem"
"adjcenhp-1","HSC"
"adjgblmj-1","MonoCD14"
"adjjcjek-1","CD8_T_naive"
"adkaahkk-1","Macrophage"
"adkaieci-1","Erythroid"
"adkefkbk-1","Erythroid"
"adkgpjck-1","Macrophage"
"adkhgbhe-1","Erythroid"
"adkooife-1","Erythroid"
"adlaafei-1","Nonhaem"
"adlaobpe-1","Neutrophil"
"adlfomif-1","Plasma_cell"
"adlmacmg-1","HSC"
"adlmened-1","HSC"
"adlmlnif-1","Erythroid"
"adlonnng-1","Erythroid"
"adlpcikm-1","Plasma_cell"
"admaaefg-1","Erythroid"
"admaioan-1","HSC"
"admjkjdf-1","B_naive"
"adobjoka-1","B_memory"
"adocnpfb-1","Erythroid"
"adodomnb-1","Granulocyte_monocyte_progenitor"
"adofacjh-1","MonoCD14"
"adofgoda-1","B_progenitor"
"adogpfic-1","Erythroid"
"adpcchpd-1","pDC"
"adpgdikb-1","Neutrophil"
"aeaameee-1","Nonhaem"
"aeabcfic-1","Nonhaem"
"aeabmeja-1","CD8_T_memory"
"aeadifpl-1","MonoCD14"
"aeamdlei-1","Erythroid"
"aeangkjl-1","MonoCD14"
"aebbehhh-1","Platelet"
"aebeakng-1","Erythroid"
"aebgnakk-1","Erythroid"
"aeblkiin-1","pDC"
"aebnildk-1","Erythroid"
"aeboclac-1","Erythroid"
"aecaakfj-1","MonoCD14"
"aecfijlm-1","MonoCD14"
"aecihhcj-1","Erythroid"
"aeckfmlb-1","MonoCD14"
"aeclblmk-1","Erythroid"
"aedanokf-1","Neutrophil"
"aedfdifg-1","MonoCD14"
"aedikiea-1","MonoCD14"
"aedmnjci-1","Plasma_cell"
"aedpaped-1","Erythroid"
"aeegajda-1","Plasma_cell"
"aeeidefa-1","Erythroid"
"aeeielhj-1","Granulocyte_monocyte_progenitor"
"aeeljmhi-1","Neutrophil"
"aefgmncb-1","pDC"
"aefojflb-1","Plasma_cell"
"aegbnfgg-1","BaEoMa"
"aegfbiem-1","B_memory"
"aeggccjn-1","Nonhaem"
"aegiblje-1","Macrophage"
"aegiocjo-1","Granulocyte_monocyte_progenitor"
"aegjjabn-1","Erythroid"
"aegldfim-1","Erythroid"
"aegmjdmd-1","Erythroid"
"aehbchah-1","Erythroid"
"aehbmgha-1","Erythroid"
"aehdllcn-1","Erythroid"
"aehelalh-1","Nonhaem"
"aehggeba-1","Macrophage"
"aehhfgbc-1","Platelet"
"aehhgkmi-1","Erythroid"
"aehkaakm-1","Erythroid"
"aehmollb-1","Erythroid"
"aehpggnb-1","Erythroid"
"aeiaeago-1","Neutrophil"
"aeiekhpa-1","HSC"
"aeiemgnh-1","MonoCD14"
"aeifphcb-1","HSC"
"aeijmgmh-1","HSC"
"aeijocbh-1","HSC"
"aejahjip-1","MonoCD14"
"aejcbbfg-1","Erythroid"
"aejcnpgp-1","MonoCD14"
"aejidjgl-1","Erythroid"
"aejjjfal-1","Granulocyte_monocyte_progenitor"
"aejkjbhc-1","Neutrophil"
"aekaamoj-1","Nonhaem"
"aekaifpk-1","MonoCD14"
"aekbhoek-1","Erythroid"
"aekcfkkf-1","Neutrophil"
"aekficim-1","HSC"
"aekhljam-1","Plasma_cell"
"aekjfeaj-1","B_progenitor"
"aeladfhg-1","Platelet"
"aelbgkih-1","Macrophage"
"aelhienf-1","MonoCD14"
"aellhigf-1","Nonhaem"
"aelmgkfi-1","Nonhaem"
"aelmnfeo-1","Nonhaem"
"aelobfan-1","Nonhaem"
"aemkleoe-1","Plasma_cell"
"aenaiaoe-1","Plasma_cell"
"aenaocfc-1","HSC"
"aenbmacf-1","HSC"
"aendikdb-1","Erythroid"
"aenfhgkk-1","HSC"
"aenfhgmo-1","Erythroid"
"aeoijjnc-1","MonoCD14"
"aeomfjag-1","BaEoMa"
"aeoofejn-1","HSC"
"aephieka-1","BaEoMa"
"afahpojo-1","Granulocyte_monocyte_progenitor"
"afaibomc-1","MonoCD14"
"afaikpkg-1","HSC"
"afammghg-1","B_progenitor"
"afaoonkh-1","Macrophage"
"afapkgll-1","HSC"
"afbapomn-1","HSC"
"afbbgomb-1","MonoCD14"
"afbbnnla-1","HSC"
"afbcnkge-1","Erythroid"
"afbfbhab-1","Nonhaem"
"afbmgboa-1","Nonhaem"
"afcecpcj-1","Erythroid"
"afcggobf-1","Erythroid"
"afcjdfdi-1","Erythroid"
"afcjdinp-1","HSC"
"afckddie-1","Erythroid"
"afclchoj-1","Erythroid"
"afclhgmh-1","HSC"
"afcpgghn-1","Macrophage"
"afdabcdm-1","Erythroid"
"afddecgi-1","Erythroid"
"afddfpdp-1","HSC"
"afdhnoep-1","Erythroid"
"afdjcnkg-1","Neutrophil"
"afdlcmgb-1","Erythroid"
"afdopbni-1","HSC"
"afebliil-1","Erythroid"
"afedgbaa-1","B_progenitor"
"afedkeeo-1","Erythroid"
"afedppgn-1","Erythroid"
"afeehfim-1","Erythroid"
"afefimnd-1","Erythroid"
"afehgkfl-1","HSC"
"afeibnoo-1","HSC"
"afejhici-1","HSC"
"afekagop-1","HSC"
"afekhklk-1","HSC"
"afemkacg-1","Erythroid"
"afepnclj-1","Neutrophil"
"affglkho-1","Neutrophil"
"affoeahk-1","HSC"
"affpchad-1","HSC"
"afgdmaof-1","HSC"
"afgfnpbm-1","HSC"
"afgidhop-1","Nonhaem"
"afhabomk-1","BaEoMa"
"afhbokei-1","Nonhaem"
"afhdlmmd-1","Erythroid"
"afhelfoe-1","Plasma_cell"
"afhfahaj-1","Granulocyte_monocyte_progenitor"
"afhjppin-1","HSC"
"afhnbgfp-1","B_progenitor"
"afhplpnf-1","HSC"
"afiafcem-1","Neutrophil"
"afieapnj-1","BaEoMa"
"afiefpim-1","Granulocyte_monocyte_progenitor"
"afiiihop-1","HSC"
"afijoabd-1","Granulocyte_monocyte_progenitor"
"afilaggh-1","Granulocyte_monocyte_progenitor"
"afjicghn-1","Erythroid"
"afjlecge-1","Erythroid"
"afkeligg-1","MonoCD14"
"afkgkbep-1","HSC"
"afkinflg-1","MonoCD14"
"afkiomnk-1","HSC"
"aflbdffm-1","Erythroid"
"afldfaep-1","Platelet"
"aflgddkb-1","HSC"
"afpfcoin-1","HSC"
"afpghdin-1","Granulocyte_monocyte_progenitor"
"afpiekel-1","HSC"
"afpjgffn-1","HSC"
"afpjjacf-1","HSC"
"agadnpbh-1","HSC"
"agagfneb-1","B_progenitor"
"agahaimj-1","Erythroid"
"aganiagf-1","Platelet"
"agaoojme-1","MonoCD14"
"agbjfdmf-1","CTL"
"agbjnnff-1","B_memory"
"agccdeck-1","MonoCD14"
"agceidae-1","BaEoMa"
"agceoeoj-1","Erythroid"
"agcfgpek-1","Neutrophil"
"agcgegag-1","Neutrophil"
"agchmdjd-1","Neutrophil"
"agchmiij-1","Neutrophil"
"agcnhkhb-1","HSC"
"agcpfegj-1","HSC"
"agdcdfhb-1","Granulocyte_monocyte_progenitor"
"agdcegnn-1","Neutrophil"
"agddbccb-1","Erythroid"
"agddjeoi-1","Plasma_cell"
"agdihnin-1","Erythroid"
"agdnlaam-1","Erythroid"
"ageanlhk-1","Erythroid"
"ageeeoim-1","MonoCD14"
"ageepgdp-1","Erythroid"
"agelnnnc-1","Erythroid"
"ageomabg-1","Erythroid"
"agfcmdcc-1","B_progenitor"
"agfgmbop-1","Platelet"
"agfhbagc-1","Erythroid"
"agfihkfg-1","Erythroid"
"agfjjpbi-1","Erythroid"
"agflfcad-1","Erythroid"
"agfndifc-1","Erythroid"
"agfnknlm-1","Erythroid"
"aggajdho-1","Erythroid"
"aggbeikh-1","Erythroid"
"agglmkab-1","Erythroid"
"aghbggch-1","Platelet"
"aghndcjk-1","MonoCD16"
"aghomaoi-1","Erythroid"
"aghplcje-1","Neutrophil"
"agiaeikj-1","MonoCD14"
"agidadpn-1","HSC"
"agiigcla-1","Granulocyte_monocyte_progenitor"
"agijjhim-1","Granulocyte_monocyte_progenitor"
"agjaklfo-1","Erythroid"
"agjjjlhn-1","Erythroid"
"agkboahj-1","Nonhaem"
"agkcldbf-1","Erythroid"
"agkdadgi-1","Erythroid"
"agklkmnd-1","Granulocyte_monocyte_progenitor"
"aglinifo-1","HSC"
"agljnkfp-1","Granulocyte_monocyte_progenitor"
"aglpkcbj-1","Macrophage"
"agmimcld-1","MonoCD14"
"agminfpe-1","Neutrophil"
"agmjfocm-1","Nonhaem"
"agmomaja-1","Granulocyte_monocyte_progenitor"
"agndeggp-1","Erythroid"
"agndghhj-1","Erythroid"
"agnhfcfa-1","HSC"
"agnhiohh-1","HSC"
"agnojkbo-1","Erythroid"
"agnplgcb-1","Plasma_cell"
"agoepjmc-1","Erythroid"
"agokibfk-1","Erythroid"
"agokmkfk-1","B_progenitor"
"agoliobn-1","B_memory"
"agooamik-1","MonoCD14"
"agpbfpjo-1","Plasma_cell"
"agpjicii-1","B_progenitor"
"agpnpflo-1","HSC"
"agpoddjf-1","Erythroid"
"agppcjfd-1","HSC"
"ahachpoh-1","Erythroid"
"ahahbldi-1","Macrophage"
"ahaoblkc-1","Plasma_cell"
"ahapflad-1","Macrophage"
"ahbdejik-1","Neutrophil"
"ahbdhiba-1","HSC"
"ahbdoccp-1","Platelet"
"ahbemcdb-1","Erythroid"
"ahbhejii-1","MonoCD14"
"ahbhjigo-1","Plasma_cell"
"ahblajnf-1","MonoCD14"
"ahcackni-1","Plasma_cell"
"ahcaijme-1","MonoCD14"
"ahccbpaa-1","HSC"
"ahcdacpk-1","CD4_T_naive"
"ahcdlfko-1","Nonhaem"
"ahcghllf-1","Erythroid"
"ahcgildc-1","Erythroid"
"ahcidjga-1","Erythroid"
"ahcikamb-1","Erythroid"
"ahcjadag-1","Erythroid"
"ahdgjoop-1","Erythroid"
"ahdhcbjk-1","HSC"
"ahdhgkdp-1","Erythroid"
"ahdnobhh-1","Erythroid"
"ahdpkmej-1","Erythroid"
"ahebdjld-1","Erythroid"
"aheggfac-1","Nonhaem"
"aheippia-1","Erythroid"
"ahejikgm-1","Erythroid"
"ahekbbip-1","Erythroid"
"ahekjhbi-1","Macrophage"
"ahekkhcl-1","Erythroid"
"ahemggdp-1","Nonhaem"
"ahenchdk-1","Nonhaem"
"aheniehh-1","Nonhaem"
"ahepkbgd-1","Granulocyte_monocyte_progenitor"
"ahfdedhk-1","Erythroid"
"ahffklbk-1","Erythroid"
"ahfhibml-1","Erythroid"
"ahfkbjfm-1","Erythroid"
"ahfnmjej-1","Macrophage"
"ahfofppn-1","HSC"
"ahgaacab-1","HSC"
"ahgaacac-1","Nonhaem"
"ahghjcie-1","Granulocyte_monocyte_progenitor"
"ahghnofk-1","Macrophage"
"ahgjmdna-1","HSC"
"ahgnmkel-1","Plasma_cell"
"ahhfjcee-1","B_memory"
"ahhjeaoe-1","Granulocyte_monocyte_progenitor"
"ahholicm-1","MonoCD14"
"ahiaopld-1","MonoCD14"
"ahicblnp-1","Erythroid"
"ahickkmg-1","Nonhaem"
"ahilmaop-1","MonoCD14"
"ahjcbnea-1","MonoCD14"
"ahjcmblm-1","B_memory"
"ahjffpcn-1","CD4_Tcm"
"ahjgbipl-1","HSC"
"ahjlcaae-1","HSC"
"ahjnaepi-1","HSC"
"ahkaoaae-1","Macrophage"
"ahkbkhpe-1","T_prolifer"
"ahkdfdno-1","HSC"
"ahkdimnp-1","Granulocyte_monocyte_progenitor"
"ahkfokfm-1","HSC"
"ahkmacad-1","Macrophage"
"ahkmmehi-1","HSC"
"ahkpbpdj-1","HSC"
"ahlddlmm-1","B_naive"
"ahlkhhnd-1","MonoCD14"
"ahlochpm-1","Plasma_cell"
"ahlppnfe-1","MonoCD14"
"ahmbofpe-1","Nonhaem"
"ahmdodll-1","Neutrophil"
"ahmjbenj-1","Plasma_cell"
"ahmjnhoc-1","HSC"
"ahmmglif-1","Erythroid"
"ahncljnp-1","Granulocyte_monocyte_progenitor"
"ahngaajk-1","Platelet"
"ahngdfoa-1","Macrophage"
"ahnpedno-1","CD8_T_memory"
"ahoaikma-1","Granulocyte_monocyte_progenitor"
"ahogecmk-1","Platelet"
"ahojblbb-1","Erythroid"
"ahpapogm-1","Plasma_cell"
"ahpcfdmf-1","Erythroid"
"ahpckied-1","Granulocyte_monocyte_progenitor"
"ahpgjlfj-1","Granulocyte_monocyte_progenitor"
"ahpkokam-1","MonoCD14"
"aiaelfki-1","Erythroid"
"aiamaanc-1","Erythroid"
"aianaben-1","Macrophage"
"aiaofcji-1","Erythroid"
"aiaphppn-1","Erythroid"
"aibcfabm-1","MonoCD14"
"aibcijai-1","Granulocyte_monocyte_progenitor"
"aibgbhif-1","Erythroid"
"aibibdkj-1","Erythroid"
"aibidppn-1","Erythroid"
"aibmoked-1","MonoCD14"
"aibpoemk-1","Macrophage"
"aiccpbpn-1","Erythroid"
"aicfchpe-1","Neutrophil"
"aicgenne-1","Nonhaem"
"aiedabmk-1","Erythroid"
"aiemekkk-1","HSC"
"aifnoaeh-1","HSC"
"aifomgdm-1","B_progenitor"
"aigglflb-1","pDC"
"aiglipan-1","Erythroid"
"aiiddigj-1","MonoCD14"
"aiinkbai-1","CD4_T_memory"
"aijjaaja-1","Erythroid"
"aikmebjk-1","MonoCD14"
"aimeffdb-1","Erythroid"
"aimegaeg-1","Macrophage"
"aioglbpn-1","Erythroid"
"aiolchfn-1","Erythroid"
"ajalmocn-1","BaEoMa"
"ajamnfcn-1","MonoCD14"
"ajankemo-1","HSC"
"ajaoibjj-1","HSC"
"ajbcejhp-1","Plasma_cell"
"ajbdggad-1","MonoCD14"
"ajdbjnpn-1","B_naive"
"ajddlmmi-1","B_naive"
"ajdebpna-1","CD4_T_naive"
"ajdklfhe-1","Erythroid"
"ajdlkcdm-1","Platelet"
"ajdlmidn-1","B_naive"
"ajdoendb-1","B_memory"
"ajebciof-1","Nonhaem"
"ajegbpni-1","Erythroid"
"ajehibna-1","Nonhaem"
"ajehmgmh-1","CD4_T_naive"
"ajfjmdle-1","pDC"
"ajfkhbcm-1","pDC"
"ajflhpla-1","MonoCD14"
"ajgdcabh-1","Erythroid"
"ajgipgke-1","Erythroid"
"ajgkjiml-1","MonoCD14"
"ajgnhhjh-1","Nonhaem"
"ajgomali-1","MonoCD14"
"ajhabadb-1","Erythroid"
"ajhafdpp-1","Erythroid"
"ajhagmck-1","Erythroid"
"ajhbpmmf-1","Erythroid"
"ajhecnmb-1","Erythroid"
"ajhfclon-1","Erythroid"
"ajhfmcal-1","Erythroid"
"ajhigbef-1","Erythroid"
"ajhkbiam-1","Erythroid"
"ajhljmge-1","MonoCD14"
"ajhmldfb-1","MonoCD14"
"ajibhmgb-1","B_progenitor"
"ajiikfdp-1","Erythroid"
"ajilidkp-1","Neutrophil"
"ajimmbjg-1","Erythroid"
"ajiogcdj-1","Erythroid"
"ajjaihcj-1","Erythroid"
"ajjapnkh-1","Plasma_cell"
"ajjbfhfe-1","CD4_T_naive"
"ajjfgkna-1","HSC"
"ajjiielc-1","B_memory"
"ajjioipb-1","Granulocyte_monocyte_progenitor"
"ajjjohbl-1","Erythroid"
"ajjkdcoj-1","Erythroid"
"ajjmcpjk-1","Erythroid"
"ajjmoclo-1","Nonhaem"
"ajjolcjn-1","Erythroid"
"ajkapmkp-1","Erythroid"
"ajkcniie-1","Erythroid"
"ajkgkmmi-1","Erythroid"
"ajkgoagl-1","MonoCD14"
"ajklnplp-1","Erythroid"
"ajkloafd-1","Erythroid"
"ajkmdkbe-1","Erythroid"
"ajkmmdkn-1","Erythroid"
"ajleanml-1","CD4_T_naive"
"ajlgdpmo-1","Neutrophil"
"ajljellp-1","Granulocyte_monocyte_progenitor"
"ajljnmlh-1","Nonhaem"
"ajlldkdi-1","Erythroid"
"ajllehaa-1","Erythroid"
"ajlnphjl-1","Erythroid"
"ajmccnpf-1","Neutrophil"
"ajmhlhmj-1","Granulocyte_monocyte_progenitor"
"ajmmcfag-1","Erythroid"
"ajmmfnmk-1","Erythroid"
"ajmmpdoe-1","Granulocyte_monocyte_progenitor"
"ajmphmkc-1","Erythroid"
"ajndapol-1","Erythroid"
"ajndgido-1","Erythroid"
"ajnebjdf-1","Neutrophil"
"ajnfljka-1","Neutrophil"
"ajnghoie-1","HSC"
"ajnhabcd-1","Erythroid"
"ajnigcma-1","Erythroid"
"ajnljlln-1","Erythroid"
"ajnnekhe-1","Erythroid"
"ajnnjmkd-1","Neutrophil"
"ajnohggg-1","Erythroid"
"ajofanbj-1","MonoCD14"
"ajohbemk-1","HSC"
"ajojghlf-1","Neutrophil"
"ajonaedh-1","Neutrophil"
"ajpcggbd-1","HSC"
"ajpedcje-1","Erythroid"
"ajpekabj-1","Erythroid"
"ajpicbcj-1","Neutrophil"
"ajpkjega-1","B_progenitor"
"ajpmkjnm-1","MonoCD14"
"ajpphmak-1","Erythroid"
"akacjena-1","MonoCD14"
"akahidce-1","Erythroid"
"akaikdam-1","MonoCD14"
"akbicpje-1","Erythroid"
"akbmdjmo-1","Neutrophil"
"akcfhmid-1","HSC"
"akcfmpdl-1","Neutrophil"
"akcjielo-1","HSC"
"akclcjla-1","MonoCD14"
"akcnalnj-1","Granulocyte_monocyte_progenitor"
"akcnkhgd-1","MonoCD14"
"akcoeboi-1","B_naive"
"akcpekbj-1","MonoCD14"
"akdbppop-1","MonoCD14"
"akdgeimk-1","Plasma_cell"
"akdhmllg-1","Erythroid"
"akebdipa-1","Erythroid"
"akeenpnn-1","Erythroid"
"akejlaii-1","Erythroid"
"akelicbm-1","Erythroid"
"akenegec-1","MonoCD14"
"akeoojdj-1","Granulocyte_monocyte_progenitor"
"akfcbflk-1","Neutrophil"
"akfnnape-1","B_progenitor"
"akfpegie-1","Erythroid"
"akfpgcfj-1","Neutrophil"
"akfplmnd-1","Neutrophil"
"akgddhhi-1","Erythroid"
"akgggjbb-1","HSC"
"akgjoaff-1","Erythroid"
"akhcania-1","HSC"
"akhmbnbl-1","CD8_T_memory"
"akhpdndi-1","Neutrophil"
"akicbogj-1","HSC"
"akigdele-1","HSC"
"akihhjhk-1","Erythroid"
"akiiccpb-1","B_progenitor"
"akiimkld-1","Granulocyte_monocyte_progenitor"
"akikocnf-1","HSC"
"akjlmhhf-1","Granulocyte_monocyte_progenitor"
"akjlnaea-1","Plasma_cell"
"akjogbkh-1","Erythroid"
"akkihndc-1","Erythroid"
"aklagioi-1","Erythroid"
"aklgniga-1","MonoCD14"
"akmbapmp-1","Erythroid"
"akmbghng-1","Neutrophil"
"akmcgdgb-1","Erythroid"
"akmckjpc-1","Neutrophil"
"akmeifog-1","Neutrophil"
"akmjdjgf-1","HSC"
"aknlcgmm-1","MonoCD14"
"aknngkeh-1","Erythroid"
"aknoodjp-1","MonoCD14"
"akocjoda-1","Erythroid"
"akoelnkb-1","Erythroid"
"akofackc-1","Erythroid"
"akogcpdi-1","MonoCD14"
"akohcplh-1","Neutrophil"
"akohjhlm-1","HSC"
"akomehmn-1","MonoCD14"
"akommjlh-1","Plasma_cell"
"akpbdgee-1","Erythroid"
"akpflgmb-1","HSC"
"akpkjeie-1","HSC"
"akpnhomd-1","Granulocyte_monocyte_progenitor"
"akpnjmof-1","HSC"
"akpohedc-1","Erythroid"
"akponghh-1","Erythroid"
"alabnpjp-1","B_progenitor"
"alabpdoh-1","Erythroid"
"alacdcoh-1","Macrophage"
"alaciigc-1","HSC"
"alaglpfo-1","Erythroid"
"alaneikl-1","CTL"
"alanijfk-1","HSC"
"alaonllf-1","HSC"
"albbdbjj-1","Plasma_cell"
"albfhbml-1","Erythroid"
"albhbafl-1","Erythroid"
"albmboao-1","Erythroid"
"alcodkdm-1","Erythroid"
"aldakeen-1","MonoCD14"
"aldbdbii-1","Erythroid"
"aldbgbih-1","Erythroid"
"aldbkboa-1","MonoCD14"
"aldknckd-1","Granulocyte_monocyte_progenitor"
"aldodecg-1","Erythroid"
"aleekhkn-1","HSC"
"alelaamk-1","HSC"
"aleobjll-1","Granulocyte_monocyte_progenitor"
"alffminf-1","Granulocyte_monocyte_progenitor"
"alfkpjlh-1","Granulocyte_monocyte_progenitor"
"alfmccmm-1","MonoCD14"
"algakfie-1","MonoCD14"
"algcomka-1","B_progenitor"
"algefphg-1","Plasma_cell"
"algibngp-1","B_progenitor"
"algmiaid-1","HSC"
"algmooao-1","HSC"
"algnghpf-1","HSC"
"alhbjndi-1","HSC"
"alhifbfg-1","MonoCD14"
"alhkjggh-1","Neutrophil"
"alikibpa-1","Nonhaem"
"alilleia-1","Neutrophil"
"aliokgak-1","HSC"
"alionnah-1","Erythroid"
"aljfjgdn-1","Plasma_cell"
"aljikald-1","Erythroid"
